"Stars","Title","Entry ID","Entry Name","Date Added","Date Modified","PDB TITLE","PDB ID","PDB CRYST1 a","PDB CRYST1 b","PDB CRYST1 c","PDB CRYST1 alpha","PDB CRYST1 beta","PDB CRYST1 gamma","PDB CRYST1 Space Group","PDB CRYST1 z","PDB CLASSIFICATION","PDB DEPOSITION DATE","PDB format version","PDB R","PDB Rfree","PDB RESOLUTION","PDB EXPDTA","PDB EXPDTA 1 TEMPERATURE 1","PDB EXPDTA 1 TEMPERATURE 2","PDB REMARK 350 Biomolecule 1 Transform 1 Chains","PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1","PDB REMARK 350 Biomolecule 2 Transform 1 Chains","PDB REMARK 350 Biomolecule 2 Transform 1 Matrix 1","Source Path","Source File","Source File Index","entry id backup","prepared","prepared with version","assigned bond orders","added hydrogens","treated metals","created disulfur","converted selenomethionines","EXECUTE FUNCTION Input Structure Hash","ran protassign","deleted far waters","Potential Energy-S-OPLS","RMS Derivative-S-OPLS","Max Derivative-S-OPLS","Stretch Energy-S-OPLS","Bend Energy-S-OPLS","LJ-14 Energy-S-OPLS","El-14 Energy-S-OPLS","Van der Waals Energy-S-OPLS","Electrostatic Energy-S-OPLS","Dihedral Energy-S-OPLS","target temperature","ran impref","chembl_id","chembl_pref_name","chiral flag","version","PDB EXPDTA TEMPERATURE","PDB EXPDTA PH","het states","source file","source file index","mmshare version","flags","input","cmdline","Ionization Penalty","Ionization Penalty Charging","Ionization Penalty Neutral","State Penalty","Charging Adjusted Penalty","Tot Q","Tot abs Q","Force Field","Energy","Chiralities Consistent","Variant","Job Name","tautomer probability","Chemistry Notes","grid version","gridbox xcent","gridbox ycent","gridbox zcent","gridbox xrange","gridbox yrange","gridbox zrange","gridbox ligxrange","gridbox ligyrange","gridbox ligzrange","grid type","receptor","glide gridfile","glide lignum","glide rotatable bonds","docking score","glide ligand efficiency","glide ligand efficiency sa","glide ligand efficiency ln","glide gscore","glide lipo","glide hbond","glide metal","glide rewards","glide evdw","glide ecoul","glide erotb","glide esite","glide emodel","glide energy","glide einternal","glide confnum","glide posenum","glide eff state penalty","Mark","PDB REMARK 350 Biomolecule 3 Transform 1 Chains","PDB REMARK 350 Biomolecule 3 Transform 1 Matrix 1","PDB REMARK 350 Biomolecule 4 Transform 1 Chains","PDB REMARK 350 Biomolecule 4 Transform 1 Matrix 1","PLTKK Seq","PLTKK Homology Source","PLTKK Homology Stemres","PLTKK Homology Loopres","PLTKK Homology Seq","PLTKK Homology Similarity","PLTKK Homology Stem Dist","PLTKK Homology Stem Beta","PLTKK Homology Stem Gamma","OPLSVersion","Potential Energy","RMS Derivative","Minimization Converged","group name backup","box ax","box ay","box az","box bx","box by","box bz","box cx","box cy","box cz","ct type","original cms file","frame"
,"ligprep_ligands.maegz:6","320","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637873","None",false,0,,,"","ligprep_ligands.maegz",6,53161,0,"RkMoRikoRiljMVtjSF1bY0hdW2NIXWMoW2NIXTEpLWMobjIpW25IXWMoYzIzKVtjSF1bY0hdbmMzW05IXVtDSDJdYzRbY0hdW2NIXW5bY0hdW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",1.0792,0.7296,0.3495,1.0745,1.804,2,2,"S-OPLS",48.451,true,"ligprep_ligands.maegz:6-3","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",14,5,-5.739,-0.213,-0.638,-1.336,-6.813,-2.136,-0.366,0.000,-1.697,-32.648,-8.992,0.560,-0.193,-66.070,-41.641,3.086,13,385,1.075,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:9","321","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL587398","None",false,0,,,"","ligprep_ligands.maegz",9,53161,0,"W2NIXTFbY0hdYyhDbClbY0hdYyhbbkhdMiljMWMoW0NIMl1bQ0BASF0oW05IXTMpQyg9TylbTkhdW0NIM10pYzJDMzRbQ0gyXVtDSDJdTihbQ0gyXVtDSDJdNClbQ0gyXVtDSDJdYzVbY0hdW2NIXVtjSF1bY0hdW2NIXTU=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0232,0.0025,0.0207,0.0138,0.016,1,1,"S-OPLS",41.344,true,"ligprep_ligands.maegz:9-2","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",22,5,-5.722,-0.185,-0.580,-1.290,-5.735,-2.597,-0.505,0.000,-0.482,-33.308,-5.820,0.416,-0.029,-53.599,-39.129,2.958,8,24,0.014,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:28","322","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.8","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",8,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL3637842","None",false,0,,,"","ligprep_ligands.maegz",28,53161,0,"RkMoRikoRiljMVtjSF1bY0hdYyhbY0hdW2NIXTEpW0NIMl1OKEMoPU8pW0NIMl1PW0NIMl0yKWMoYzIzKVtjSF1jKEJyKVtjSF1bY0hdMw==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0000,0.0000,0.0000,0.0000,0.000,0,0,"S-OPLS",46.877,true,"ligprep_ligands.maegz:28-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",60,3,-5.660,-0.236,-0.680,-1.355,-5.660,-2.206,-0.106,0.000,-1.732,-31.108,-2.036,0.245,0.000,-43.897,-33.144,1.035,2,267,0.000,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:12","323","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL531591","None",false,0,,,"","ligprep_ligands.maegz",12,53161,0,"W0NIM11OKFtDSDNdKVtDSDJdW0NIMl1bTkhdQyg9TylOMVtDSDJdW0NIMl1bQ0gyXU4oW0NIMl1bQ0gyXTEpYyhuW2NIXW4yKWMoYzIzKXNjKFtjSF0zKS1jNFtjSF1bY0hdW2NIXVtjSF1bY0hdNA==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0204,0.0042,0.0163,0.0122,0.016,1,1,"S-OPLS",48.902,true,"ligprep_ligands.maegz:12-1","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",32,7,-5.634,-0.188,-0.584,-1.280,-5.646,-2.951,-0.009,0.000,-0.910,-38.627,-3.317,0.657,-0.004,-58.077,-41.944,2.574,415,289,0.012,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:9","324","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL587398","None",false,0,,,"","ligprep_ligands.maegz",9,53161,0,"W2NIXTFbY0hdYyhDbClbY0hdYyhbbkhdMiljMWMoW0NIMl1bQ0BIXShbTkhdMylDKD1PKVtOSF1bQ0gzXSljMkMzNFtDSDJdW0NIMl1OKFtDSDJdW0NIMl00KVtDSDJdW0NIMl1jNVtjSF1bY0hdW2NIXVtjSF1bY0hdNQ==","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0232,0.0025,0.0207,0.0138,0.016,1,1,"S-OPLS",41.387,true,"ligprep_ligands.maegz:9-4","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",24,5,-5.618,-0.181,-0.569,-1.267,-5.631,-2.749,-0.407,0.000,-0.467,-34.813,-4.373,0.416,-0.027,-53.774,-39.186,1.162,14,62,0.014,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:20","325","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.9","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",9,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL602226","None",false,0,,,"","ligprep_ligands.maegz",20,53161,0,"W0NIM11bQ0gyXVtDSDJdW05IXUMoPU8pTihbQ0gyXVtDSDJdMSlbQ0gyXVtDSDJdQzEyW0NIMl1DKD1PKWMzYyhPMilbY0hdW2NIXWMoW2NIXTMpW0NIM10=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0001,0.0000,0.0001,0.0000,0.000,0,0,"S-OPLS",18.134,true,"ligprep_ligands.maegz:20-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",48,4,-5.542,-0.241,-0.685,-1.340,-5.542,-1.941,-0.230,0.000,-1.998,-28.428,-3.246,0.558,-0.023,-40.144,-31.674,2.528,21,163,0.000,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:17","326","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.6","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",6,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL536678","None",false,0,,,"","ligprep_ligands.maegz",17,53161,0,"W0NIM11DKFtDSDNdKShbQ0gzXSlbQ0gyXU4oQzE9TylDKFtOSDJdKT1OQzEoYzJbY0hdW2NIXVtjSF1bY0hdW2NIXTIpYzNbY0hdW2NIXVtjSF1bY0hdW2NIXTM=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.9438,0.0000,0.9438,0.0000,0.000,0,0,"S-OPLS",36.909,true,"ligprep_ligands.maegz:17-1","glide-dock_SP_6jw9_ligands",1.000,"This compound has an imine and may undergo hydrolysis.",,,,,,,,,,,"",,"glide-grid_6jw9",43,4,-5.529,-0.230,-0.664,-1.323,-5.529,-2.711,-0.157,0.000,-1.368,-31.559,-1.679,0.543,-0.005,-44.072,-33.238,0.552,5,146,0.000,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:8","327","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.3","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 6-11-A0skJQb0hAvPLR2KpjeEgL4u6fEFtp7WzKjyU2_Ha5E=.sdf",3,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL601821","None",false,0,,,"","ligprep_ligands.maegz",8,53161,0,"W05IMl1bQ0gyXUMoPU8pTihbQ0gyXVtDSDJdMSlbQ0gyXWMobjEyKW5jKC1jM1tjSF1bY0hdW2NIXVtjSF1bY0hdMyljMltOSF1jKFtjSF1bY0hdNClbY0hdYyhjNDUpT1tDSDJdTzU=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.5507,0.5507,0.0000,0.6443,1.195,1,1,"S-OPLS",62.404,true,"ligprep_ligands.maegz:8-2","glide-dock_SP_6jw9_ligands",0.999,"This compound contains an acetal/aminal-like group ( X-CH(R)-Y where X, Y are N, S, or O) that may be acid/base labile, releasing an aldehyde.",,,,,,,,,,,"",,"glide-grid_6jw9",18,5,-5.491,-0.189,-0.582,-1.257,-6.136,-1.907,-0.320,0.000,-1.490,-37.135,-6.763,0.507,-0.054,-60.887,-43.898,5.818,51,291,0.644,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:16","328","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.5","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",5,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL530228","None",false,0,,,"","ligprep_ligands.maegz",16,53161,0,"W05IMl1TKD1PKSg9TyljMVtjSF1uW2NIXWMoW2NIXTEpLWMoW2NIXVtjSF0yKW5jKGMyMyljKFtjSF1bY0hdbjMpLWM0W2NIXW5bbkhdW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0025,0.0000,0.0025,0.0017,0.002,0,0,"S-OPLS",32.648,true,"ligprep_ligands.maegz:16-1","glide-dock_SP_6jw9_ligands",0.500,"",,,,,,,,,,,"",,"glide-grid_6jw9",42,3,-5.475,-0.219,-0.640,-1.298,-5.477,-1.747,-0.320,0.000,-1.048,-34.690,-6.034,0.307,-0.030,-54.410,-40.724,0.840,11,253,0.002,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:19","329","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.8","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 12-20-wsHoxRYw4S2E65lYJ3VfdG2PGGXC5TJvydDfS_va34A=.sdf",8,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL4565707","None",false,0,,,"","ligprep_ligands.maegz",19,53161,0,"W05IMl1TKD1PKSg9TyljMVtjSF1uW2NIXWMoW2NIXTEpLWMoW2NIXVtjSF0yKW5jKGMyMyljKFtjSF1bY0hdbjMpLWM0W2NIXW5bbkhdW2NIXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0025,0.0000,0.0025,0.0017,0.002,0,0,"S-OPLS",34.745,true,"ligprep_ligands.maegz:19-1","glide-dock_SP_6jw9_ligands",0.500,"",,,,,,,,,,,"",,"glide-grid_6jw9",47,3,-5.475,-0.219,-0.640,-1.298,-5.477,-1.747,-0.320,0.000,-1.048,-34.690,-6.034,0.307,-0.030,-54.410,-40.724,0.840,11,253,0.002,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:4","330","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.4","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",4,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL545853","None",false,0,,,"","ligprep_ligands.maegz",4,53161,0,"W0NIM11OMVtDSDJdW0NIMl1bQ0hdKFtDSDJdW0NIMl0xKVtOSF1bQ0gyXWMyW2NIXVtjSF1bY0hdYyhbY0hdMiktYzNbY0hdW2NIXWMoW2NIXVtjSF0zKVMoPU8pKD1PKVtOSF1bQ0gyXWM0W2NIXVtjSF1bY0hdW2NIXVtjSF00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0326,0.0003,0.0323,0.0295,0.030,1,1,"S-OPLS",64.510,true,"ligprep_ligands.maegz:4-1","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",6,8,-5.458,-0.171,-0.541,-1.222,-5.487,-2.505,-0.302,0.000,-0.434,-37.316,-6.449,0.691,-0.104,-57.913,-43.765,11.958,100,340,0.029,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:3","331","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.3","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",3,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL586583","None",false,0,,,"","ligprep_ligands.maegz",3,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFDKD1PKVtOSF1jMltjSF1bY0hdW2NIXWMoW2NIXTIpLWMzW2NIXVtjSF1jKG5bY0hdMylbTkhdW0NIMl1bQ0gyXVtDSDJdTjRbQ0gyXVtDSDJdW0NIMl1bQ0gyXTQ=","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.1256,0.0003,0.1254,0.1148,0.115,1,1,"S-OPLS",55.091,true,"ligprep_ligands.maegz:3-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",4,9,-5.442,-0.181,-0.564,-1.236,-5.557,-2.816,-0.181,0.000,-0.774,-38.207,-5.615,0.973,-0.006,-58.749,-43.822,5.467,31,320,0.115,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:1","332","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.1","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","lignd 1-5-_itTGV70pc83ONZ8wcdN4Ko4aEYUCtTcwnBz0QvHoLo=.sdf",1,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL2375614","None",false,0,,,"","ligprep_ligands.maegz",1,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1uYzEtYyhuMilbY0hdYyhjKGMyMylbY0hdW2NIXVtjSF1bY0hdMylONFtDSDJdW0NIMl1bQ0gyXVtDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0041,0.0000,0.0041,0.0182,0.018,0,0,"S-OPLS",54.401,true,"ligprep_ligands.maegz:1-1","glide-dock_SP_6jw9_ligands",,"",,,,,,,,,,,"",,"glide-grid_6jw9",1,2,-5.426,-0.247,-0.691,-1.326,-5.444,-2.544,0.000,0.000,-1.750,-32.525,0.274,0.435,0.000,-42.206,-32.251,1.201,2,390,0.018,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:25","333","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.5","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",5,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL580443","None",false,0,,,"","ligprep_ligands.maegz",25,53161,0,"W05IMl1TKD1PKSg9TyljMVtjSF1bY0hdW2NIXWMoW2NIXTEpLWMoW2NIXVtjSF0yKVtjSF1jKGMyMyluYyhbY0hdbjMpTjRbQ0gyXVtDSDJdT1tDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0007,0.0000,0.0007,0.0004,0.000,0,0,"S-OPLS",39.955,true,"ligprep_ligands.maegz:25-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",55,3,-5.384,-0.207,-0.613,-1.264,-5.384,-2.144,-0.164,0.000,-0.620,-32.681,-6.091,0.281,-0.189,-51.141,-38.772,0.597,21,67,0.000,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:23","334","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.3","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",3,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL4572744","None",false,0,,,"","ligprep_ligands.maegz",23,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzEtYyhuYzJDKEYpKEYpRilvYzJDKD1PKVtOSF1jM1tjSF1bY0hdYyhuW2NIXTMpTjRbQ0gyXVtDSDJdW05IXVtDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0099,0.0098,0.0001,0.0075,0.017,1,1,"S-OPLS",53.621,true,"ligprep_ligands.maegz:23-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",51,6,-5.320,-0.177,-0.551,-1.209,-5.327,-2.086,-0.200,0.000,-1.168,-36.357,-3.487,0.565,-0.097,-54.896,-39.845,2.337,132,252,0.007,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
,"ligprep_ligands.maegz:30","335","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.10","2021-08-11 10:32:54","2021-08-11 10:32:54","","",,,,,,,"",,"","","",,,,"",,,"","","","","/home/dell15/Public/202107_SFRF/structures","ligand 21-31-fmEPHNi7bU0FS2scYxUtrlIjU8TCeI7ZO2elUwRHFW8=.sdf",10,"",,"",,,,,,"",,,,,,,,,,,,,,,"CHEMBL580352","None",false,0,,,"","ligprep_ligands.maegz",30,53161,0,"W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzEtYyhuYzJDKEYpKEYpRilvYzJDKD1PKVtOSF1jM1tjSF1bY0hdYyhuW2NIXTMpTjRbQ0gyXVtDSDJdW05IXVtDSDJdW0NIMl00","J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzUwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=",0.0099,0.0098,0.0001,0.0075,0.017,1,1,"S-OPLS",53.620,true,"ligprep_ligands.maegz:30-1","glide-dock_SP_6jw9_ligands",1.000,"",,,,,,,,,,,"",,"glide-grid_6jw9",63,6,-5.320,-0.177,-0.551,-1.209,-5.327,-2.086,-0.200,0.000,-1.168,-36.357,-3.487,0.565,-0.097,-54.896,-39.845,2.337,132,252,0.007,,"","","","","","","","","",,,,,"",,,,"",,,,,,,,,,"","",
